08/20-14:36:58.690508, 19720, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-17:12:06.616709, 12722903, ICMP, raw, 98, C2S, 10.255.255.5:0, 176.124.32.11:0, 1:449:9, allow
08/20-17:12:18.090366, 12728648, ICMP, raw, 68, C2S, 10.255.255.5:0, 192.118.42.254:0, 1:399:9, allow
08/20-17:22:24.255145, 13067862, ICMP, raw, 72, C2S, 10.255.255.5:0, 104.168.164.86:0, 1:449:9, allow
08/20-17:22:29.294230, 13070876, ICMP, raw, 72, C2S, 10.255.255.5:0, 104.168.164.86:0, 1:449:9, allow
08/20-17:22:33.394449, 13075875, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-17:22:34.298509, 13076138, ICMP, raw, 72, C2S, 10.255.255.5:0, 104.168.164.86:0, 1:449:9, allow
08/20-17:29:49.611442, 13368700, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-17:30:35.183384, 13412753, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-17:32:19.127341, 13476493, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-17:32:47.678392, 13522909, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-17:34:07.931557, 13552698, ICMP, raw, 68, C2S, 10.255.255.5:0, 192.241.129.61:0, 1:399:9, allow
08/20-17:34:43.492995, 13575954, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-17:43:02.402674, 13855728, ICMP, raw, 68, C2S, 10.255.255.5:0, 192.99.83.178:0, 1:399:9, allow
08/20-17:43:32.631312, 13872360, ICMP, raw, 98, C2S, 10.255.255.5:0, 178.215.236.84:0, 1:449:9, allow
08/20-17:46:12.971347, 13953127, ICMP, raw, 72, C2S, 10.255.255.5:0, 204.137.14.122:0, 1:449:9, allow
08/20-17:46:18.015428, 13956406, ICMP, raw, 72, C2S, 10.255.255.5:0, 204.137.14.122:0, 1:449:9, allow
08/20-17:46:23.073776, 13958264, ICMP, raw, 72, C2S, 10.255.255.5:0, 204.137.14.122:0, 1:449:9, allow
08/20-17:52:37.095119, 14157148, ICMP, raw, 72, C2S, 10.255.255.5:0, 192.241.155.120:0, 1:399:9, allow
08/20-17:53:11.946302, 14172861, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-17:55:26.551882, 14254781, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-17:56:30.994234, 14287158, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-18:05:40.985655, 14469546, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:07:10.009334, 14498792, ICMP, raw, 68, C2S, 10.255.255.5:0, 192.118.42.254:0, 1:399:9, allow
08/20-18:08:07.265349, 14511930, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-18:08:27.406323, 14516501, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-18:10:00.173896, 14536094, ICMP, raw, 88, C2S, 10.255.255.5:0, 212.71.233.247:0, 1:449:9, allow
08/20-18:10:00.184871, 14536095, ICMP, raw, 88, C2S, 10.255.255.5:0, 212.71.233.247:0, 1:449:9, allow
08/20-18:10:00.195862, 14536096, ICMP, raw, 88, C2S, 10.255.255.5:0, 212.71.233.247:0, 1:449:9, allow
08/20-18:10:15.776487, 14583356, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:12:32.842472, 14641362, ICMP, raw, 72, C2S, 10.255.255.5:0, 200.25.15.74:0, 1:449:9, allow
08/20-18:12:37.843490, 14656800, ICMP, raw, 72, C2S, 10.255.255.5:0, 200.25.15.74:0, 1:449:9, allow
08/20-18:12:42.863303, 14658365, ICMP, raw, 72, C2S, 10.255.255.5:0, 200.25.15.74:0, 1:449:9, allow
08/20-18:13:55.844971, 14698138, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-18:17:35.563823, 14882085, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.238.162:0, 1:399:9, allow
08/20-18:17:54.554449, 14888679, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:19:37.525438, 14953499, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-18:19:47.901947, 14957727, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-18:19:49.287363, 14959082, ICMP, raw, 72, C2S, 10.255.255.5:0, 190.103.186.106:0, 1:449:9, allow
08/20-18:19:54.298227, 14963068, ICMP, raw, 72, C2S, 10.255.255.5:0, 190.103.186.106:0, 1:449:9, allow
08/20-18:19:58.389308, 14964632, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-18:21:31.242887, 15014763, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-18:25:17.521724, 15171128, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:27:49.597705, 15311945, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:29:31.862892, 15342510, ICMP, raw, 72, C2S, 10.255.255.5:0, 8.28.0.17:0, 1:449:9, allow
08/20-18:29:34.869193, 15343209, ICMP, raw, 72, C2S, 10.255.255.5:0, 8.28.0.17:0, 1:449:9, allow
08/20-18:37:59.138968, 15561489, ICMP, raw, 98, C2S, 10.255.255.5:0, 178.215.236.84:0, 1:449:9, allow
08/20-18:38:23.165192, 15567948, ICMP, raw, 98, C2S, 10.255.255.5:0, 178.215.236.84:0, 1:449:9, allow
08/20-18:40:29.037501, 15601040, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:40:55.418596, 15607020, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:42:31.732331, 15650266, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-18:45:13.288629, 15695027, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-18:45:52.154717, 15704689, ICMP, raw, 112, C2S, 10.255.255.5:0, 47.246.48.236:0, 1:449:9, allow
08/20-18:46:36.231586, 15733913, ICMP, raw, 62, C2S, 10.255.255.5:0, 114.32.68.247:0, 1:449:9, allow
08/20-18:46:36.233549, 15733914, ICMP, raw, 62, C2S, 10.255.255.5:0, 114.32.68.247:0, 1:449:9, allow
08/20-18:46:36.738694, 15734016, ICMP, raw, 62, C2S, 10.255.255.5:0, 114.32.68.247:0, 1:449:9, allow
08/20-18:46:36.742782, 15734017, ICMP, raw, 62, C2S, 10.255.255.5:0, 114.32.68.247:0, 1:449:9, allow
08/20-18:47:12.030426, 15743174, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-18:49:53.719947, 15778577, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:49:59.919830, 15780297, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:58:19.769394, 15925471, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-18:59:43.122806, 15940949, ICMP, raw, 68, C2S, 10.255.255.5:0, 192.99.83.178:0, 1:399:9, allow
08/20-19:00:41.464879, 15952577, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:01:27.778439, 15962678, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-19:01:27.778439, 15962679, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-19:01:27.778439, 15962680, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-19:01:27.778439, 15962681, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-19:01:27.778440, 15962682, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-19:01:31.518271, 15963312, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-19:01:35.228493, 15963922, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-19:01:42.649015, 15965464, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-19:02:48.039953, 15979269, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:03:20.528672, 15987053, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-19:05:04.235161, 16008984, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-19:07:55.492039, 16054082, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-19:09:43.414526, 16078291, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-19:09:43.802969, 16078403, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.135:0, 1:402:16, allow
08/20-19:09:43.909321, 16078424, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.134:0, 1:402:16, allow
08/20-19:09:44.131695, 16078449, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:402:16, allow
08/20-19:09:44.416586, 16078511, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-19:09:44.416961, 16078512, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-19:09:44.797982, 16078574, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.135:0, 1:402:16, allow
08/20-19:09:44.798214, 16078575, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.135:0, 1:402:16, allow
08/20-19:09:44.910174, 16078592, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.134:0, 1:402:16, allow
08/20-19:09:44.914428, 16078594, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.134:0, 1:402:16, allow
08/20-19:09:45.128168, 16078663, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:402:16, allow
08/20-19:09:45.128347, 16078664, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:402:16, allow
08/20-19:09:47.412737, 16079021, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-19:09:47.412850, 16079022, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-19:09:47.799941, 16079084, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.135:0, 1:402:16, allow
08/20-19:09:47.799941, 16079085, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.135:0, 1:402:16, allow
08/20-19:09:47.905654, 16079105, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.134:0, 1:402:16, allow
08/20-19:09:47.907188, 16079106, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.134:0, 1:402:16, allow
08/20-19:09:48.128342, 16079153, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:402:16, allow
08/20-19:09:48.128343, 16079154, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:402:16, allow
08/20-19:09:52.407336, 16079967, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-19:09:52.407466, 16079968, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-19:09:52.792192, 16080048, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.135:0, 1:402:16, allow
08/20-19:09:52.792323, 16080049, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.135:0, 1:402:16, allow
08/20-19:09:52.899615, 16080076, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.134:0, 1:402:16, allow
08/20-19:09:52.899786, 16080077, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.134:0, 1:402:16, allow
08/20-19:09:53.135236, 16080121, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:402:16, allow
08/20-19:09:53.135236, 16080122, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:402:16, allow
08/20-19:09:57.414635, 16081201, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-19:09:57.798751, 16081271, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.135:0, 1:402:16, allow
08/20-19:09:57.909676, 16081287, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.134:0, 1:402:16, allow
08/20-19:09:58.130789, 16081321, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:402:16, allow
08/20-19:10:20.716845, 16087423, ICMP, raw, 72, C2S, 10.255.255.5:0, 47.110.136.82:0, 1:449:9, allow
08/20-19:10:21.947616, 16087878, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:10:25.759150, 16088548, ICMP, raw, 72, C2S, 10.255.255.5:0, 47.110.136.82:0, 1:449:9, allow
08/20-19:10:30.822346, 16089432, ICMP, raw, 72, C2S, 10.255.255.5:0, 47.110.136.82:0, 1:449:9, allow
08/20-19:12:27.652727, 16165585, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-19:13:22.984728, 16188979, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:13:34.385491, 16192860, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:13:42.255463, 16199259, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:13:43.825467, 16199851, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:14:05.626369, 16208901, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:14:08.807318, 16211234, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:14:12.386586, 16212167, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:14:13.916661, 16212482, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:14:15.109380, 16212683, ICMP, raw, 68, C2S, 10.255.255.5:0, 12.129.92.192:0, 1:449:9, allow
08/20-19:14:15.867267, 16212800, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:14:20.266483, 16216389, ICMP, raw, 98, C2S, 10.255.255.5:0, 176.124.32.11:0, 1:449:9, allow
08/20-19:14:21.037276, 16216508, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:14:21.557071, 16216645, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:14:24.117243, 16217158, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:14:27.711924, 16219355, ICMP, raw, 62, C2S, 10.255.255.5:0, 113.57.9.146:0, 1:449:9, allow
08/20-19:14:28.177632, 16219493, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.169.111.244:0, 1:399:9, allow
08/20-19:14:28.309040, 16219544, ICMP, raw, 62, C2S, 10.255.255.5:0, 113.57.9.146:0, 1:449:9, allow
08/20-19:14:28.519813, 16219601, ICMP, raw, 62, C2S, 10.255.255.5:0, 113.57.9.146:0, 1:449:9, allow
08/20-19:14:35.345173, 16222979, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-19:14:49.817905, 16228831, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-19:14:51.438233, 16230614, ICMP, raw, 68, C2S, 10.255.255.5:0, 192.99.83.178:0, 1:399:9, allow
08/20-19:14:53.746155, 16231001, ICMP, raw, 98, C2S, 10.255.255.5:0, 176.124.32.11:0, 1:449:9, allow
08/20-19:16:12.531496, 16252360, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:17:40.414633, 16284175, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-19:18:47.457354, 16303136, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-19:20:15.541150, 16380947, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:20:35.681654, 16389768, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:23:27.678199, 16486643, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-19:25:03.499471, 16520443, ICMP, raw, 72, C2S, 10.255.255.5:0, 139.84.134.245:0, 1:449:9, allow
08/20-19:25:06.000410, 16521763, ICMP, raw, 62, C2S, 10.255.255.5:0, 185.118.164.158:0, 1:449:9, allow
08/20-19:25:08.500765, 16522702, ICMP, raw, 72, C2S, 10.255.255.5:0, 139.84.134.245:0, 1:449:9, allow
08/20-19:25:13.500777, 16524898, ICMP, raw, 72, C2S, 10.255.255.5:0, 139.84.134.245:0, 1:449:9, allow
08/20-19:25:34.793294, 16532081, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-19:28:42.915912, 16629986, ICMP, raw, 98, C2S, 10.255.255.5:0, 178.215.236.84:0, 1:449:9, allow
08/20-19:29:53.793375, 16644754, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:35:09.121343, 16716604, ICMP, raw, 98, C2S, 10.255.255.5:0, 176.124.32.11:0, 1:449:9, allow
08/20-19:35:26.293718, 16720122, ICMP, raw, 98, C2S, 10.255.255.5:0, 176.124.32.11:0, 1:449:9, allow
08/20-19:40:42.178612, 16811103, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:41:24.600364, 16823896, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:42:03.186304, 17092432, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-19:44:43.818193, 17138774, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:45:19.489597, 17148747, ICMP, raw, 68, C2S, 10.255.255.5:0, 192.99.83.178:0, 1:399:9, allow
08/20-19:45:19.989515, 17148901, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:45:53.942339, 17154566, ICMP, raw, 112, C2S, 10.255.255.5:0, 47.246.20.208:0, 1:449:9, allow
08/20-19:51:23.233693, 17255941, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-19:51:36.534146, 17258184, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:54:33.361046, 17292769, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-19:56:05.667462, 17314718, ICMP, raw, 62, C2S, 10.255.255.5:0, 104.152.223.22:0, 1:449:9, allow
08/20-19:56:13.155856, 17316395, ICMP, raw, 62, C2S, 10.255.255.5:0, 104.152.223.22:0, 1:449:9, allow
08/20-19:56:14.218832, 17316580, ICMP, raw, 62, C2S, 10.255.255.5:0, 104.152.223.22:0, 1:449:9, allow
08/20-19:56:21.328058, 17317675, ICMP, raw, 62, C2S, 10.255.255.5:0, 104.152.223.22:0, 1:449:9, allow
08/20-19:57:51.138848, 17338378, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:51.172467, 17338386, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-19:57:52.639024, 17338768, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:53.028870, 17338867, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:53.189149, 17338897, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:54.149139, 17339206, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:54.998921, 17339641, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:55.709066, 17339817, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:56.389208, 17339927, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:56.459267, 17339931, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:56.859137, 17339979, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:58.019050, 17340191, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:58.629138, 17340303, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:58.759040, 17340324, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:57:59.739197, 17340545, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:00.129377, 17340651, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:00.219213, 17340667, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:00.489222, 17340725, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:00.659263, 17340746, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:01.639213, 17340918, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:01.949439, 17340983, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:02.089450, 17341037, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:02.879277, 17341249, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:04.189457, 17341597, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:05.369556, 17341920, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:06.089358, 17342099, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:06.479366, 17342185, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:06.559260, 17342216, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:07.239486, 17342410, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:07.309383, 17342424, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:07.739567, 17342545, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:08.269464, 17342728, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:08.569528, 17342776, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:08.629446, 17342787, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:09.259646, 17343083, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:10.149590, 17343338, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:10.179525, 17343343, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:10.809724, 17343437, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:12.759658, 17343865, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:13.699690, 17343996, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:14.849699, 17344227, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:15.109787, 17344284, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:15.159715, 17344297, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:15.829831, 17344570, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:15.999779, 17344600, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:16.099771, 17344621, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:16.299865, 17344662, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:16.399900, 17344674, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:17.289801, 17344781, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:18.199922, 17344922, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:18.569999, 17344972, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
08/20-19:58:19.279896, 17345067, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.202.246.146:0, 1:399:9, allow
